"","age","juv_fel_count","juv_misd_count","juv_other_count","priors_count","c_charge_degree","c_charge_desc","is_recid","prison_length"
"4049",47,0,0,0,21,"(F3)","arrest case no charge",1,826
"4050",47,0,0,0,21,"(F3)","arrest case no charge",1,63
"4051",47,0,0,0,21,"(F3)","arrest case no charge",1,175
"4052",47,0,0,0,21,"(F3)","arrest case no charge",1,82
"4053",47,0,0,0,21,"(F3)","arrest case no charge",1,247
"4054",44,0,0,0,0,"(MO3)","Alcoholic Beverage Violation-FL",0,1765
"4055",44,0,0,0,0,"(MO3)","Alcoholic Beverage Violation-FL",0,187
"4056",44,0,0,0,0,"(MO3)","Alcoholic Beverage Violation-FL",0,455
"4057",44,0,0,0,0,"(MO3)","Alcoholic Beverage Violation-FL",0,409
"4058",36,0,0,0,13,"(F2)","arrest case no charge",1,326
"4059",34,1,0,0,9,"(F3)","Felony Driving While Lic Suspd",0,509
"4060",34,1,0,0,9,"(F3)","Felony Driving While Lic Suspd",0,70
"4061",34,1,0,0,9,"(F3)","Felony Driving While Lic Suspd",0,469
"4062",53,0,0,0,18,"(F3)","arrest case no charge",0,607
"4063",53,0,0,0,18,"(F3)","arrest case no charge",0,836
"4064",30,0,0,0,3,"(M1)","Battery",1,607
"4065",30,0,0,0,3,"(M1)","Battery",1,836
"4066",55,0,0,0,6,"(F3)","arrest case no charge",0,12
"4067",55,0,0,0,6,"(F3)","arrest case no charge",0,492
"4068",55,0,0,0,6,"(F3)","arrest case no charge",0,194
"4069",55,0,0,0,6,"(F3)","arrest case no charge",0,402
"4070",55,0,0,0,6,"(F3)","arrest case no charge",0,150
"4071",20,0,1,0,1,"(F3)","Grand Theft (Motor Vehicle)",1,1980
"4072",36,0,0,0,20,"(M1)","Possess Cannabis/20 Grams Or Less",1,485
"4073",36,0,0,0,20,"(M1)","Possess Cannabis/20 Grams Or Less",1,437
"4074",36,0,0,0,20,"(M1)","Possess Cannabis/20 Grams Or Less",1,285
"4075",36,0,0,0,20,"(M1)","Possess Cannabis/20 Grams Or Less",1,52
"4076",36,0,0,0,20,"(M1)","Possess Cannabis/20 Grams Or Less",1,1611
"4077",26,1,0,0,7,"(F3)","arrest case no charge",1,1842
"4078",26,1,0,0,7,"(F3)","arrest case no charge",1,625
"4079",21,0,0,0,0,"(F3)","Grand Theft of a Fire Extinquisher",1,1485
"4080",24,1,0,0,2,"(F3)","Burglary Damage Property>$1000",0,2157
"4081",27,0,0,0,12,"(F3)","Driving While License Revoked",1,181
"4082",46,0,0,0,12,"(F3)","Possession Of Alprazolam",1,441
"4083",46,0,0,0,12,"(F3)","Possession Of Alprazolam",1,192
"4084",61,0,0,0,13,"(F3)","Possession of Cocaine",1,64
"4085",61,0,0,0,13,"(F3)","Possession of Cocaine",1,204
"4086",70,0,0,0,11,"(F3)","Possession of Cocaine",1,458
"4087",35,0,0,0,0,"(F3)","Fail to Reg as Sexual Offender",0,2227
"4088",35,0,0,0,0,"(F3)","Fail to Reg as Sexual Offender",0,777
"4089",58,0,0,0,2,"(F3)","arrest case no charge",0,63
"4090",58,0,0,0,2,"(F3)","arrest case no charge",0,43
"4091",58,0,0,0,2,"(F3)","arrest case no charge",0,3521
"4092",58,0,0,0,5,"(F3)","Possession Of Heroin",0,322
"4093",58,0,0,0,5,"(F3)","Possession Of Heroin",0,0
"4094",58,0,0,0,5,"(F3)","Possession Of Heroin",0,964
"4095",58,0,0,0,5,"(F3)","Possession Of Heroin",0,1213
"4096",32,0,0,0,2,"(M1)","Burglary Structure Unoccup",0,257
"4097",32,0,0,0,2,"(M1)","Burglary Structure Unoccup",0,212
"4098",32,0,0,0,2,"(M1)","Burglary Structure Unoccup",0,230
"4099",32,0,0,0,2,"(M1)","Burglary Structure Unoccup",0,101
"4100",32,0,0,0,2,"(M1)","Burglary Structure Unoccup",0,342
"4101",57,0,0,0,12,"(F3)","Possession of Cocaine",0,257
"4102",57,0,0,0,12,"(F3)","Possession of Cocaine",0,212
"4103",57,0,0,0,12,"(F3)","Possession of Cocaine",0,230
"4104",57,0,0,0,12,"(F3)","Possession of Cocaine",0,101
"4105",57,0,0,0,12,"(F3)","Possession of Cocaine",0,342
"4106",30,0,0,0,5,"(F2)","Deliver Cocaine",1,1588
"4107",27,0,0,0,3,"(F3)","Grand Theft in the 3rd Degree",0,302
"4108",47,4,0,1,14,"(F3)","Grand Theft in the 3rd Degree",1,2080
"4109",47,4,0,1,14,"(F3)","Grand Theft in the 3rd Degree",1,227
"4110",47,4,0,1,14,"(F3)","Grand Theft in the 3rd Degree",1,301
"4111",47,4,0,1,14,"(F3)","Grand Theft in the 3rd Degree",1,413
"4112",47,4,0,1,14,"(F3)","Grand Theft in the 3rd Degree",1,98
"4113",47,4,0,1,14,"(F3)","Grand Theft in the 3rd Degree",1,58
"4114",47,4,0,1,14,"(F3)","Grand Theft in the 3rd Degree",1,0
"4115",47,4,0,1,14,"(F3)","Grand Theft in the 3rd Degree",1,37
"4116",47,4,0,1,14,"(F3)","Grand Theft in the 3rd Degree",1,92
"4117",47,4,0,1,14,"(F3)","Grand Theft in the 3rd Degree",1,218
"4118",47,4,0,1,14,"(F3)","Grand Theft in the 3rd Degree",1,79
"4119",47,4,0,1,14,"(F3)","Grand Theft in the 3rd Degree",1,395
"4120",47,4,0,1,14,"(F3)","Grand Theft in the 3rd Degree",1,0
"4121",24,2,1,0,3,"(M1)","Battery",1,495
"4122",32,1,3,0,24,"(F3)","Driving While License Revoked",1,140
"4123",28,0,0,0,2,"(F3)","Possession of Benzylpiperazine",0,1680
"4124",52,0,0,0,7,"(M1)","Grand Theft in the 3rd Degree",1,1422
"4125",52,0,0,0,7,"(M1)","Grand Theft in the 3rd Degree",1,0
"4126",23,0,0,1,0,"(F3)","Grand Theft (Motor Vehicle)",1,343
"4127",30,0,0,0,13,"(F3)","Felony Battery",1,25
"4128",43,0,1,0,4,"(M2)","Driving Under The Influence",0,1386
"4130",59,0,0,0,1,"(F1)","Grand Theft in the 1st Degree",0,1525
"4131",42,0,0,0,3,"(F3)","Poss Pyrrolidinovalerophenone",0,113
"4132",42,0,0,0,3,"(F3)","Poss Pyrrolidinovalerophenone",0,845
"4133",42,0,0,0,3,"(F3)","Poss Pyrrolidinovalerophenone",0,269
"4134",34,0,0,0,1,"(F3)","Possession of Cocaine",1,2043
"4135",23,0,0,0,7,"(F3)","Grand Theft in the 3rd Degree",0,1527
"4136",41,0,0,0,13,"(F3)","arrest case no charge",0,0
"4137",22,0,0,0,0,"(M1)","Battery",1,1478
"4138",29,0,0,0,6,"(F3)","arrest case no charge",1,203
"4139",37,0,0,0,4,"(F3)","Conspiracy to Deliver Cocaine",0,10
"4140",37,0,0,0,4,"(F3)","Conspiracy to Deliver Cocaine",0,991
"4141",26,0,0,0,7,"(F2)","Burglary Dwelling Occupied",1,490
"4142",27,0,0,0,1,"(M1)","Battery",0,246
"4143",34,0,0,0,2,"(M1)","arrest case no charge",1,1842
"4144",34,0,0,0,2,"(M1)","arrest case no charge",1,738
"4145",34,0,0,0,2,"(M1)","arrest case no charge",1,444
"4146",61,0,0,0,4,"(MO3)","Alcoholic Beverage Violation-FL",1,527
"4147",61,0,0,0,4,"(MO3)","Alcoholic Beverage Violation-FL",1,316
"4148",61,0,0,0,4,"(MO3)","Alcoholic Beverage Violation-FL",1,888
"4149",61,0,0,0,4,"(MO3)","Alcoholic Beverage Violation-FL",1,123
"4150",61,0,0,0,4,"(MO3)","Alcoholic Beverage Violation-FL",1,137
"4151",61,0,0,0,4,"(MO3)","Alcoholic Beverage Violation-FL",1,1073
"4152",61,0,0,0,4,"(MO3)","Alcoholic Beverage Violation-FL",1,130
"4153",25,0,1,2,5,"(F2)","arrest case no charge",1,576
"4154",51,0,0,0,17,"(M1)","DUI Blood Alcohol Above 0.20",0,80
"4155",51,0,0,0,17,"(M1)","DUI Blood Alcohol Above 0.20",0,65
"4156",51,0,0,0,17,"(M1)","DUI Blood Alcohol Above 0.20",0,203
"4157",51,0,0,0,17,"(M1)","DUI Blood Alcohol Above 0.20",0,115
"4158",51,0,0,0,17,"(M1)","DUI Blood Alcohol Above 0.20",0,1491
"4159",51,0,0,0,17,"(M1)","DUI Blood Alcohol Above 0.20",0,393
"4160",51,0,0,0,17,"(M1)","DUI Blood Alcohol Above 0.20",0,146
"4161",45,1,0,0,12,"(MO3)","Soliciting For Prostitution",1,2968
"4162",45,1,0,0,12,"(MO3)","Soliciting For Prostitution",1,580
"4163",45,1,0,0,12,"(MO3)","Soliciting For Prostitution",1,478
"4164",45,1,0,0,12,"(MO3)","Soliciting For Prostitution",1,1622
"4165",53,0,0,0,1,"(F3)","arrest case no charge",0,605
"4166",53,0,0,0,1,"(F3)","arrest case no charge",0,363
"4167",53,0,0,0,1,"(F3)","arrest case no charge",0,105
"4168",53,0,0,0,1,"(F3)","arrest case no charge",0,830
"4169",53,0,0,0,1,"(F3)","arrest case no charge",0,2089
"4170",53,0,0,0,1,"(F3)","arrest case no charge",0,1539
"4171",53,0,0,0,1,"(F3)","arrest case no charge",0,2363
"4172",35,0,0,0,7,"(F3)","Driving While License Revoked",0,1990
"4173",26,0,0,0,3,"(F3)","Burglary Structure Unoccup",0,596
"4174",26,0,0,0,3,"(F3)","Burglary Structure Unoccup",0,1504
"4175",30,0,0,0,4,"(M2)","Reckless Driving",1,0
"4176",30,0,0,0,4,"(M2)","Reckless Driving",1,1645
"4177",30,0,0,0,4,"(M2)","Reckless Driving",1,560
"4178",30,0,0,0,4,"(M2)","Reckless Driving",1,604
"4179",24,0,0,0,5,"(F3)","arrest case no charge",0,2309
"4180",22,0,0,0,1,"(F3)","False Ownership Info/Pawn Item",1,290
"4181",41,0,0,0,3,"(F3)","Possession of Cocaine",0,54
"4182",25,4,0,0,13,"(F3)","arrest case no charge",1,938
"4183",22,0,0,0,1,"(F1)","arrest case no charge",0,1931
"4184",46,0,0,0,2,"(F3)","Grand Theft in the 3rd Degree",1,210
"4185",46,0,0,0,2,"(F3)","Grand Theft in the 3rd Degree",1,358
"4186",29,0,0,0,1,"(F3)","Grand Theft in the 3rd Degree",1,1511
"4187",42,0,0,0,14,"(F3)","Drivg While Lic Suspd/Revk/Can",1,236
"4188",42,0,0,0,14,"(F3)","Drivg While Lic Suspd/Revk/Can",1,372
"4189",42,0,0,0,14,"(F3)","Drivg While Lic Suspd/Revk/Can",1,205
"4190",42,0,0,0,14,"(F3)","Drivg While Lic Suspd/Revk/Can",1,381
"4191",42,0,0,0,14,"(F3)","Drivg While Lic Suspd/Revk/Can",1,242
"4192",42,0,0,0,14,"(F3)","Drivg While Lic Suspd/Revk/Can",1,154
"4193",40,0,0,0,15,"(F3)","Pos Cannabis W/Intent Sel/Del",1,359
"4194",40,0,0,0,15,"(F3)","Pos Cannabis W/Intent Sel/Del",1,1378
"4195",45,0,0,0,13,"(F3)","arrest case no charge",0,239
"4196",45,0,0,0,13,"(F3)","arrest case no charge",0,0
"4197",45,0,0,0,13,"(F3)","arrest case no charge",0,897
"4198",45,0,0,0,13,"(F3)","arrest case no charge",0,110
"4199",45,0,0,0,13,"(F3)","arrest case no charge",0,830
"4200",47,0,0,0,22,"(F3)","Felony Driving While Lic Suspd",1,143
"4201",47,0,0,0,22,"(F3)","Felony Driving While Lic Suspd",1,2435
"4202",47,0,0,0,22,"(F3)","Felony Driving While Lic Suspd",1,1235
"4203",47,0,0,0,22,"(F3)","Felony Driving While Lic Suspd",1,123
"4204",47,0,0,0,22,"(F3)","Felony Driving While Lic Suspd",1,992
"4205",47,0,0,0,22,"(F3)","Felony Driving While Lic Suspd",1,22
"4206",47,0,0,0,22,"(F3)","Felony Driving While Lic Suspd",1,854
"4207",56,0,0,0,14,"(F3)","Grand Theft in the 3rd Degree",0,107
"4208",56,0,0,0,14,"(F3)","Grand Theft in the 3rd Degree",0,98
"4209",56,0,0,0,14,"(F3)","Grand Theft in the 3rd Degree",0,133
"4210",56,0,0,0,14,"(F3)","Grand Theft in the 3rd Degree",0,122
"4211",56,0,0,0,14,"(F3)","Grand Theft in the 3rd Degree",0,1714
"4212",56,0,0,0,14,"(F3)","Grand Theft in the 3rd Degree",0,493
"4213",56,0,0,0,14,"(F3)","Grand Theft in the 3rd Degree",0,250
"4214",56,0,0,0,14,"(F3)","Grand Theft in the 3rd Degree",0,1007
"4215",56,0,0,0,14,"(F3)","Grand Theft in the 3rd Degree",0,9
"4216",56,0,0,0,14,"(F3)","Grand Theft in the 3rd Degree",0,1840
"4217",56,0,0,0,14,"(F3)","Grand Theft in the 3rd Degree",0,799
"4218",56,0,0,0,14,"(F3)","Grand Theft in the 3rd Degree",0,125
"4219",26,0,0,0,7,"(F3)","Grand Theft in the 3rd Degree",1,320
"4220",31,1,0,0,5,"(M2)","arrest case no charge",0,105
"4221",31,1,0,0,5,"(M2)","arrest case no charge",0,406
"4222",31,1,0,0,5,"(M2)","arrest case no charge",0,3
"4223",31,1,0,0,5,"(M2)","arrest case no charge",0,411
"4224",31,1,0,0,5,"(M2)","arrest case no charge",0,147
"4225",31,1,0,0,5,"(M2)","arrest case no charge",0,80
"4226",31,1,0,0,5,"(M2)","arrest case no charge",0,302
"4227",31,1,0,0,5,"(M2)","arrest case no charge",0,274
"4228",31,1,0,0,5,"(M2)","arrest case no charge",0,268
"4229",31,1,0,0,5,"(M2)","arrest case no charge",0,236
"4230",31,1,0,0,5,"(M2)","arrest case no charge",0,114
"4231",31,1,0,0,5,"(M2)","arrest case no charge",0,188
"4232",31,1,0,0,5,"(M2)","arrest case no charge",0,152
"4233",31,1,0,0,5,"(M2)","arrest case no charge",0,1239
"4234",31,1,0,0,5,"(M2)","arrest case no charge",0,2477
"4235",31,1,0,0,5,"(M2)","arrest case no charge",0,734
"4236",51,1,0,0,19,"(F3)","Possession of Cocaine",1,105
"4237",51,1,0,0,19,"(F3)","Possession of Cocaine",1,406
"4238",51,1,0,0,19,"(F3)","Possession of Cocaine",1,3
"4239",51,1,0,0,19,"(F3)","Possession of Cocaine",1,411
"4240",51,1,0,0,19,"(F3)","Possession of Cocaine",1,147
"4241",51,1,0,0,19,"(F3)","Possession of Cocaine",1,80
"4242",51,1,0,0,19,"(F3)","Possession of Cocaine",1,302
"4243",51,1,0,0,19,"(F3)","Possession of Cocaine",1,274
"4244",51,1,0,0,19,"(F3)","Possession of Cocaine",1,268
"4245",51,1,0,0,19,"(F3)","Possession of Cocaine",1,236
"4246",51,1,0,0,19,"(F3)","Possession of Cocaine",1,114
"4247",51,1,0,0,19,"(F3)","Possession of Cocaine",1,188
"4248",51,1,0,0,19,"(F3)","Possession of Cocaine",1,152
"4249",51,1,0,0,19,"(F3)","Possession of Cocaine",1,1239
"4250",51,1,0,0,19,"(F3)","Possession of Cocaine",1,2477
"4251",51,1,0,0,19,"(F3)","Possession of Cocaine",1,734
"4252",49,0,0,0,12,"(M1)","arrest case no charge",0,376
"4253",49,0,0,0,12,"(M1)","arrest case no charge",0,2198
"4254",52,0,0,0,21,"(F3)","Felony Petit Theft",1,991
"4255",52,0,0,0,21,"(F3)","Felony Petit Theft",1,224
"4256",52,0,0,0,21,"(F3)","Felony Petit Theft",1,1397
"4257",52,0,0,0,21,"(F3)","Felony Petit Theft",1,0
"4258",52,0,0,0,21,"(F3)","Felony Petit Theft",1,137
"4259",52,0,0,0,21,"(F3)","Felony Petit Theft",1,52
"4260",54,0,0,0,1,"(F3)","Grand Theft in the 3rd Degree",0,267
"4261",54,0,0,0,1,"(F3)","Grand Theft in the 3rd Degree",0,865
"4262",54,0,0,0,1,"(F3)","Grand Theft in the 3rd Degree",0,484
"4263",67,0,0,0,4,"(M2)","Grand Theft in the 3rd Degree",1,373
"4264",67,0,0,0,4,"(M2)","Grand Theft in the 3rd Degree",1,2397
"4265",67,0,0,0,4,"(M2)","Grand Theft in the 3rd Degree",1,60
"4266",36,0,0,0,6,"(F2)","Possession Of MDMA W/I/D/S",0,1410
"4267",52,0,0,0,0,"(F3)","Felony Driving While Lic Suspd",1,1174
"4268",52,0,0,0,0,"(F3)","Felony Driving While Lic Suspd",1,195
"4269",29,0,0,0,1,"(F3)","arrest case no charge",0,350
"4270",54,0,0,0,7,"(F3)","Fraudulent Use of Credit Card",0,202
"4271",54,0,0,0,7,"(F3)","Fraudulent Use of Credit Card",0,276
"4272",27,0,0,0,0,"(F2)","Neglect Child / Bodily Harm",1,213
"4273",23,0,0,0,0,"(F7)","Armed Kidnapping",0,1868
"4274",32,0,0,0,5,"(F3)","arrest case no charge",0,255
"4275",19,1,2,0,3,"(F1)","arrest case no charge",1,1665
"4276",59,0,0,0,35,"(F3)","Burglary Structure Unoccup",0,2433
"4277",59,0,0,0,35,"(F3)","Burglary Structure Unoccup",0,1660
"4278",59,0,0,0,35,"(F3)","Burglary Structure Unoccup",0,426
"4279",59,0,0,0,35,"(F3)","Burglary Structure Unoccup",0,1472
"4280",59,0,0,0,35,"(F3)","Burglary Structure Unoccup",0,2302
"4281",38,0,0,0,5,"(F3)","arrest case no charge",0,91
"4283",44,0,0,0,4,"(F1)","Lewd or Lascivious Molestation",0,955
"4284",50,0,0,0,18,"(M1)","Petit Theft $100- $300",1,321
"4285",50,0,0,0,18,"(M1)","Petit Theft $100- $300",1,206
"4286",50,0,0,0,18,"(M1)","Petit Theft $100- $300",1,115
"4287",50,0,0,0,18,"(M1)","Petit Theft $100- $300",1,937
"4288",50,0,0,0,18,"(M1)","Petit Theft $100- $300",1,210
"4289",50,0,0,0,18,"(M1)","Petit Theft $100- $300",1,2
"4290",50,0,0,0,18,"(M1)","Petit Theft $100- $300",1,78
"4291",50,0,0,0,18,"(M1)","Petit Theft $100- $300",1,162
"4292",50,0,0,0,18,"(M1)","Petit Theft $100- $300",1,60
"4293",49,0,0,0,12,"(F3)","Possession Burglary Tools",1,1003
"4294",51,0,0,0,12,"(F3)","Possession of Cocaine",1,130
"4295",51,0,0,0,12,"(F3)","Possession of Cocaine",1,201
"4296",51,0,0,0,12,"(F3)","Possession of Cocaine",1,2591
"4297",51,0,0,0,12,"(F3)","Possession of Cocaine",1,2237
"4298",51,0,0,0,12,"(F3)","Possession of Cocaine",1,65
"4299",51,0,0,0,12,"(F3)","Possession of Cocaine",1,212
"4300",51,0,0,0,12,"(F3)","Possession of Cocaine",1,957
"4301",41,2,0,0,18,"(M1)","Unlaw Use False Name/Identity",1,793
"4302",41,2,0,0,18,"(M1)","Unlaw Use False Name/Identity",1,360
"4303",41,2,0,0,18,"(M1)","Unlaw Use False Name/Identity",1,399
"4304",41,2,0,0,18,"(M1)","Unlaw Use False Name/Identity",1,471
"4305",33,0,0,0,6,"(F3)","Grand Theft in the 3rd Degree",1,193
"4306",33,0,0,0,6,"(F3)","Grand Theft in the 3rd Degree",1,212
"4307",25,0,0,0,4,"(F3)","Grand Theft in the 3rd Degree",1,2129
"4308",27,0,0,0,4,"(F3)","Poss Pyrrolidinovalerophenone",1,228
"4309",30,0,0,0,9,"(M2)","Petit Theft",1,406
"4310",30,0,0,0,9,"(M2)","Petit Theft",1,756
"4311",24,0,0,0,7,"(F3)","arrest case no charge",0,505
"4312",48,0,0,3,18,"(F3)","arrest case no charge",1,117
"4313",48,0,0,3,18,"(F3)","arrest case no charge",1,25
"4314",48,0,0,3,18,"(F3)","arrest case no charge",1,105
"4315",48,0,0,3,18,"(F3)","arrest case no charge",1,418
"4316",48,0,0,3,18,"(F3)","arrest case no charge",1,1798
"4317",48,0,0,3,18,"(F3)","arrest case no charge",1,312
"4318",48,0,0,3,18,"(F3)","arrest case no charge",1,1355
"4319",39,0,0,0,0,"(F3)","Grand Theft (Motor Vehicle)",1,177
"4320",39,1,0,0,6,"(M1)","Battery",0,216
"4321",39,1,0,0,6,"(M1)","Battery",0,548
"4322",39,1,0,0,6,"(M1)","Battery",0,610
"4323",39,1,0,0,6,"(M1)","Battery",0,131
"4324",40,0,0,0,16,"(F3)","arrest case no charge",0,145
"4325",40,0,0,0,16,"(F3)","arrest case no charge",0,213
"4326",40,0,0,0,16,"(F3)","arrest case no charge",0,1891
"4327",40,0,0,0,16,"(F3)","arrest case no charge",0,693
"4328",40,0,0,0,16,"(F3)","arrest case no charge",0,226
"4329",40,0,0,0,16,"(F3)","arrest case no charge",0,91
"4330",40,0,0,0,16,"(F3)","arrest case no charge",0,224
"4331",40,0,0,0,16,"(F3)","arrest case no charge",0,206
"4332",48,0,0,0,4,"(F3)","arrest case no charge",0,176
"4333",45,0,0,0,2,"(F7)","Burglary Dwelling Assault/Batt",0,460
"4334",28,0,0,0,7,"(F3)","arrest case no charge",1,895
"4335",25,0,1,0,10,"(F2)","arrest case no charge",1,1849
"4336",22,0,1,0,2,"(F1)","arrest case no charge",0,2066
"4337",27,0,0,0,1,"(F3)","Possession Burglary Tools",1,458
"4338",21,1,0,0,4,"(F3)","arrest case no charge",1,448
"4339",35,0,0,0,23,"(F3)","arrest case no charge",0,1050
"4340",37,0,0,0,17,"(M1)","Resist/Obstruct W/O Violence",0,1558
"4341",37,0,0,0,17,"(M1)","Resist/Obstruct W/O Violence",0,244
"4342",37,0,0,0,17,"(M1)","Resist/Obstruct W/O Violence",0,858
"4343",26,0,0,0,5,"(M1)","Aggravated Battery",0,34
"4344",39,0,0,0,8,"(F3)","Grand Theft in the 3rd Degree",0,609
"4345",43,0,0,0,10,"(F3)","Possession of Cocaine",0,1061
"4346",43,0,0,0,10,"(F3)","Possession of Cocaine",0,901
"4347",43,0,0,0,10,"(F3)","Possession of Cocaine",0,1236
"4348",43,0,0,0,10,"(F3)","Possession of Cocaine",0,2246
"4349",32,0,0,0,10,"(F3)","Felony Driving While Lic Suspd",1,264
"4350",32,0,0,0,18,"(F3)","Grand Theft in the 3rd Degree",0,410
"4351",32,0,0,0,18,"(F3)","Grand Theft in the 3rd Degree",0,168
"4352",32,0,0,0,18,"(F3)","Grand Theft in the 3rd Degree",0,358
"4353",51,0,0,0,3,"(F3)","arrest case no charge",0,938
"4354",28,0,0,0,0,"(M1)","Battery",0,938
"4355",40,0,0,0,15,"(F3)","arrest case no charge",1,3955
"4356",40,0,0,0,15,"(F3)","arrest case no charge",1,143
"4357",26,0,0,0,5,"(F2)","Attempted Aggravated Battery",0,461
"4358",34,0,0,0,12,"(F3)","arrest case no charge",0,1847
"4359",34,0,0,0,8,"(F3)","Possession of Cocaine",0,552
"4360",51,1,0,0,10,"(F3)","arrest case no charge",1,270
"4361",51,1,0,0,10,"(F3)","arrest case no charge",1,0
"4362",51,1,0,0,10,"(F3)","arrest case no charge",1,588
"4363",51,1,0,0,10,"(F3)","arrest case no charge",1,192
"4364",51,1,0,0,10,"(F3)","arrest case no charge",1,38
"4365",51,1,0,0,10,"(F3)","arrest case no charge",1,646
"4366",51,1,0,0,10,"(F3)","arrest case no charge",1,304
"4367",51,1,0,0,10,"(F3)","arrest case no charge",1,606
"4368",33,0,0,0,6,"(F2)","Burglary Unoccupied Dwelling",0,305
"4369",33,0,0,0,6,"(F2)","Burglary Unoccupied Dwelling",0,315
"4370",33,0,0,0,6,"(F2)","Burglary Unoccupied Dwelling",0,732
"4371",37,0,0,0,9,"(F2)","Poss Cocaine/Intent To Del/Sel",1,501
"4372",37,0,0,0,9,"(F2)","Poss Cocaine/Intent To Del/Sel",1,34
"4373",37,0,0,0,9,"(F2)","Poss Cocaine/Intent To Del/Sel",1,169
"4374",28,0,0,0,5,"(M1)","arrest case no charge",0,298
"4375",28,0,0,0,5,"(M1)","arrest case no charge",0,518
"4376",37,0,0,0,1,"(F2)","Burglary Unoccupied Dwelling",0,1490
"4377",25,0,0,3,6,"(F6)","arrest case no charge",0,2094
"4378",45,1,0,0,12,"(F3)","arrest case no charge",1,1756
"4379",45,1,0,0,12,"(F3)","arrest case no charge",1,203
"4380",30,0,0,0,22,"(F3)","Possession of Cocaine",1,294
"4381",54,0,0,0,11,"(F3)","Grand Theft (Motor Vehicle)",0,382
"4382",54,0,0,0,11,"(F3)","Grand Theft (Motor Vehicle)",0,255
"4383",54,0,0,0,11,"(F3)","Grand Theft (Motor Vehicle)",0,140
"4384",19,0,0,0,0,"(F3)","Resist Officer w/Violence",1,1490
"4385",21,0,0,0,2,"(F3)","Grand Theft in the 3rd Degree",1,6
"4386",21,0,0,0,1,"(F3)","Carrying Concealed Firearm",1,130
"4387",28,0,0,0,9,"(F1)","arrest case no charge",0,159
"4388",26,0,0,0,2,"(F3)","arrest case no charge",0,556
"4389",26,0,0,0,2,"(F3)","arrest case no charge",0,359
"4392",29,0,0,0,7,"(F3)","Grand Theft in the 3rd Degree",0,525
"4393",29,0,0,0,7,"(F3)","Grand Theft in the 3rd Degree",0,283
"4394",29,0,0,0,7,"(F3)","Grand Theft in the 3rd Degree",0,442
"4395",37,0,1,0,13,"(F2)","Agg Battery Grt/Bod/Harm",1,297
"4396",59,0,0,0,10,"(F3)","arrest case no charge",1,528
"4397",59,0,0,0,10,"(F3)","arrest case no charge",1,107
"4398",59,0,0,0,10,"(F3)","arrest case no charge",1,128
"4399",59,0,0,0,10,"(F3)","arrest case no charge",1,144
"4400",59,0,0,0,10,"(F3)","arrest case no charge",1,555
"4401",59,0,0,0,10,"(F3)","arrest case no charge",1,7474
"4402",59,0,0,0,10,"(F3)","arrest case no charge",1,1904
"4403",50,0,0,0,2,"(F3)","Felony Petit Theft",0,524
"4404",50,0,0,0,2,"(F3)","Felony Petit Theft",0,306
"4405",50,0,0,0,2,"(F3)","Felony Petit Theft",0,953
"4406",50,0,0,0,2,"(F3)","Felony Petit Theft",0,2218
"4407",50,0,0,0,2,"(F3)","Felony Petit Theft",0,134
"4408",22,0,0,0,1,"(F3)","arrest case no charge",0,615
"4409",33,0,0,0,5,"(F3)","Aggravated Assault W/Dead Weap",0,1378
"4410",25,0,0,0,0,"(M1)","Battery",0,928
"4411",32,0,0,0,2,"(F3)","Uttering a Forged Instrument",0,1714
"4412",31,0,0,0,6,"(F3)","Felony Driving While Lic Suspd",1,329
"4413",23,0,0,1,2,"(F2)","Poss of Firearm by Convic Felo",1,1427
"4414",46,0,0,0,10,"(F3)","Possession of Cocaine",0,435
"4415",30,0,0,0,14,"(F1)","arrest case no charge",1,1639
"4416",30,0,0,0,14,"(F1)","arrest case no charge",1,1242
"4417",38,0,0,0,2,"(F2)","Aggrav Battery w/Deadly Weapon",1,282
"4418",45,0,0,0,15,"(F3)","Driving While License Revoked",1,1242
"4419",45,0,0,0,15,"(F3)","Driving While License Revoked",1,744
"4420",45,0,0,0,15,"(F3)","Driving While License Revoked",1,0
"4421",45,0,0,0,15,"(F3)","Driving While License Revoked",1,628
"4422",45,0,0,0,15,"(F3)","Driving While License Revoked",1,249
"4423",45,0,0,0,15,"(F3)","Driving While License Revoked",1,117
"4424",24,0,4,0,14,"(F3)","Grand Theft (Motor Vehicle)",1,1828
"4426",38,0,0,0,14,"(F3)","Possession of Cocaine",1,606
"4427",38,0,0,0,14,"(F3)","Possession of Cocaine",1,372
"4428",51,0,0,0,8,"(MO3)","Consume Alcoholic Bev Pub",0,296
"4429",51,0,0,0,8,"(MO3)","Consume Alcoholic Bev Pub",0,670
"4430",51,0,0,0,8,"(MO3)","Consume Alcoholic Bev Pub",0,277
"4431",51,0,0,0,8,"(MO3)","Consume Alcoholic Bev Pub",0,350
"4432",51,0,0,0,8,"(MO3)","Consume Alcoholic Bev Pub",0,560
"4433",51,0,0,0,8,"(MO3)","Consume Alcoholic Bev Pub",0,109
"4434",51,0,0,0,8,"(MO3)","Consume Alcoholic Bev Pub",0,319
"4435",47,0,0,0,8,"(F3)","arrest case no charge",1,910
"4436",51,0,0,0,21,"(F3)","arrest case no charge",1,143
"4437",51,0,0,0,21,"(F3)","arrest case no charge",1,653
"4438",51,0,0,0,21,"(F3)","arrest case no charge",1,489
